School Year,Gender Description,Geo Code,Geography,Grade Code,Grade Description,Pediatric Category Description,Student Case Count,Student Enrollment Count,Prevalence,Lower CI,Upper CI ,Statistical Significance,Stability,State Student Case Count,State Student Enrollment Count,State Prevalence,State Lower CI,State Upper CI
2014-2015,Total,120,Hampden,15,Total,Asthma,42,454,9.3,6.5,12,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,121,Hancock,15,Total,Asthma,NS,53,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,122,Hanover,15,Total,Asthma,138,1932,7.1,6,8.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,123,Hanson,15,Total,Asthma,135,1142,11.8,9.8,13.8,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,124,Hardwick,15,Total,Asthma,14,296,4.7,2.3,7.2,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,125,Harvard,15,Total,Asthma,85,664,12.8,10.1,15.5,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,126,Harwich,15,Total,Asthma,69,981,7,5.4,8.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,127,Hatfield,15,Total,Asthma,29,278,10.4,6.6,14.2,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,128,Haverhill,15,Total,Asthma,873,6767,12.9,12,13.8,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,129,Hawley,15,Total,Asthma,0,29,0,0,22.1,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,130,Heath,15,Total,Asthma,9,63,14.3,5,23.6,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,131,Hingham,15,Total,Asthma,244,3303,7.4,6.5,8.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,132,Hinsdale,15,Total,Asthma,14,152,9.2,4.4,14,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,133,Holbrook,15,Total,Asthma,163,971,16.8,14.2,19.4,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,134,Holden,15,Total,Asthma,163,2279,7.2,6.1,8.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,135,Holland,15,Total,Asthma,62,218,28.4,21.4,35.5,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,136,Holliston,15,Total,Asthma,169,1909,8.9,7.5,10.2,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,137,Holyoke,15,Total,Asthma,1138,4436,25.7,24.2,27.1,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,138,Hopedale,15,Total,Asthma,95,732,13,10.4,15.6,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,139,Hopkinton,15,Total,Asthma,244,2412,10.1,8.8,11.4,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,140,Hubbardston,15,Total,Asthma,22,420,5.2,3,7.4,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,141,Hudson,15,Total,Asthma,274,2086,13.1,11.6,14.7,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,142,Hull,15,Total,Asthma,67,736,9.1,6.9,11.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,143,Huntington,15,Total,Asthma,23,188,12.2,7.2,17.2,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,144,Ipswich,15,Total,Asthma,98,1347,7.3,5.8,8.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,145,Kingston,15,Total,Asthma,150,1498,10,8.4,11.6,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,146,Lakeville,15,Total,Asthma,106,1209,8.8,7.1,10.4,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,147,Lancaster,15,Total,Asthma,69,722,9.6,7.3,11.8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,148,Lanesborough,15,Total,Asthma,45,262,17.2,12.2,22.2,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,149,Lawrence,15,Total,Asthma,1979,11733,16.9,16.1,17.6,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,150,Lee,15,Total,Asthma,45,451,10,7.1,12.9,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,151,Leicester,15,Total,Asthma,77,1098,7,5.4,8.6,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,152,Lenox,15,Total,Asthma,42,360,11.7,8.1,15.2,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,153,Leominster,15,Total,Asthma,476,4433,10.7,9.8,11.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,154,Leverett,15,Total,Asthma,26,148,17.6,10.8,24.3,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,155,Lexington,15,Total,Asthma,472,4853,9.7,8.8,10.6,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,156,Leyden,15,Total,Asthma,NS,38,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,157,Lincoln,15,Total,Asthma,91,995,9.1,7.3,11,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,158,Littleton,15,Total,Asthma,121,1122,10.8,8.9,12.7,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,159,Longmeadow,15,Total,Asthma,151,2020,7.5,6.3,8.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,160,Lowell,15,Total,Asthma,2036,12764,16,15.3,16.6,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,161,Ludlow,15,Total,Asthma,282,1930,14.6,12.9,16.3,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,162,Lunenburg,15,Total,Asthma,110,1185,9.3,7.5,11,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,163,Lynn,15,Total,Asthma,1585,11909,13.3,12.7,14,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,164,Lynnfield,15,Total,Asthma,177,1560,11.3,9.7,13,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,165,Malden,15,Total,Asthma,620,5058,12.3,11.3,13.2,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,166,Manchester,15,Total,Asthma,66,737,9,6.8,11.1,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,167,Mansfield,15,Total,Asthma,407,2957,13.8,12.4,15.1,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,168,Marblehead,15,Total,Asthma,147,2613,5.6,4.7,6.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,169,Marion,15,Total,Asthma,65,579,11.2,8.5,14,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,170,Marlborough,15,Total,Asthma,567,3889,14.6,13.4,15.8,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,171,Marshfield,15,Total,Asthma,247,2922,8.5,7.4,9.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,172,Mashpee,15,Total,Asthma,149,1229,12.1,10.2,14.1,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,173,Mattapoisett,15,Total,Asthma,52,641,8.1,5.9,10.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,174,Maynard,15,Total,Asthma,123,1073,11.5,9.4,13.5,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,175,Medfield,15,Total,Asthma,249,1803,13.8,12.1,15.5,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,176,Medford,15,Total,Asthma,417,3800,11,9.9,12,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,177,Medway,15,Total,Asthma,205,1601,12.8,11.1,14.6,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,178,Melrose,15,Total,Asthma,266,2784,9.6,8.4,10.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,179,Mendon,15,Total,Asthma,64,781,8.2,6.2,10.2,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,180,Merrimac,15,Total,Asthma,59,639,9.2,6.9,11.6,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,181,Methuen,15,Total,Asthma,489,5490,8.9,8.1,9.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,182,Middleborough,15,Total,Asthma,328,2425,13.5,12.1,15,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,183,Middlefield,15,Total,Asthma,NS,24,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,184,Middleton,15,Total,Asthma,103,986,10.4,8.4,12.5,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,185,Milford,15,Total,Asthma,231,3066,7.5,6.6,8.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,186,Millbury,15,Total,Asthma,97,1306,7.4,5.9,8.9,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,187,Millis,15,Total,Asthma,108,941,11.5,9.3,13.6,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,188,Millville,15,Total,Asthma,24,363,6.6,4,9.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,189,Milton,15,Total,Asthma,409,3537,11.6,10.4,12.7,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,190,Monroe,15,Total,Asthma,0,8,0,0,79.9,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,191,Monson,15,Total,Asthma,93,741,12.6,10,15.1,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,192,Montague,15,Total,Asthma,94,705,13.3,10.6,16,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,193,Monterey,15,Total,Asthma,NS,63,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,194,Montgomery,15,Total,Asthma,11,64,17.2,7,27.3,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,195,Mount Washington,15,Total,Asthma,0,4,0,0,159.9,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,196,Nahant,15,Total,Asthma,17,245,6.9,3.6,10.2,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,197,Nantucket,15,Total,Asthma,90,1034,8.7,6.9,10.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,198,Natick,15,Total,Asthma,482,4132,11.7,10.6,12.7,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,199,Needham,15,Total,Asthma,416,4464,9.3,8.4,10.2,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,200,New Ashford,15,Total,Asthma,0,18,0,0,35.5,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,201,New Bedford,15,Total,Asthma,1849,11022,16.8,16,17.5,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,202,New Braintree,15,Total,Asthma,NS,101,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,203,New Marlborough,15,Total,Asthma,7,111,6.3,1.6,11,Statistically significantly lower,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,204,New Salem,15,Total,Asthma,6,84,7.1,1.4,12.9,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,205,Newbury,15,Total,Asthma,47,648,7.3,5.2,9.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,206,Newburyport,15,Total,Asthma,126,2025,6.2,5.1,7.3,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,207,Newton,15,Total,Asthma,1092,9839,11.1,10.4,11.8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,208,Norfolk,15,Total,Asthma,85,1209,7,5.5,8.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,209,North Adams,15,Total,Asthma,135,1161,11.6,9.7,13.6,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,210,North Andover,15,Total,Asthma,411,3718,11.1,10,12.1,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,211,North Attleborough,15,Total,Asthma,575,3687,15.6,14.3,16.9,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,212,North Brookfield,15,Total,Asthma,37,458,8.1,5.5,10.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,213,North Reading,15,Total,Asthma,169,1769,9.6,8.1,11,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,214,Northampton,15,Total,Asthma,365,2196,16.6,14.9,18.3,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,215,Northborough,15,Total,Asthma,158,1927,8.2,6.9,9.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,216,Northbridge,15,Total,Asthma,214,1943,11,9.5,12.5,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,217,Northfield,15,Total,Asthma,38,244,15.6,10.6,20.5,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,218,Norton,15,Total,Asthma,108,1861,5.8,4.7,6.9,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,219,Norwell,15,Total,Asthma,96,1602,6,4.8,7.2,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,220,Norwood,15,Total,Asthma,318,2662,11.9,10.6,13.3,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,221,Oak Bluffs,15,Total,Asthma,25,439,5.7,3.5,7.9,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,222,Oakham,15,Total,Asthma,17,181,9.4,4.9,13.9,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,223,Orange,15,Total,Asthma,146,797,18.3,15.3,21.3,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,224,Orleans,15,Total,Asthma,19,323,5.9,3.2,8.5,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,225,Otis,15,Total,Asthma,10,121,8.3,3.1,13.4,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,226,Oxford,15,Total,Asthma,115,1523,7.6,6.2,8.9,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,227,Palmer,15,Total,Asthma,113,1098,10.3,8.4,12.2,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,228,Paxton,15,Total,Asthma,23,525,4.4,2.6,6.2,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,229,Peabody,15,Total,Asthma,330,4550,7.3,6.5,8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,230,Pelham,15,Total,Asthma,NS,97,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,231,Pembroke,15,Total,Asthma,214,2212,9.7,8.4,11,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,232,Pepperell,15,Total,Asthma,174,1232,14.1,12,16.2,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,233,Peru,15,Total,Asthma,8,65,12.3,3.8,20.8,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,234,Petersham,15,Total,Asthma,7,83,8.4,2.2,14.7,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,235,Phillipston,15,Total,Asthma,14,158,8.9,4.2,13.5,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,236,Pittsfield,15,Total,Asthma,690,4404,15.7,14.5,16.8,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,237,Plainfield,15,Total,Asthma,NS,41,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,238,Plainville,15,Total,Asthma,130,935,13.9,11.5,16.3,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,239,Plymouth,15,Total,Asthma,689,5851,11.8,10.9,12.7,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,240,Plympton,15,Total,Asthma,23,298,7.7,4.6,10.9,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,241,Princeton,15,Total,Asthma,21,305,6.9,3.9,9.8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,242,Provincetown,15,Total,Asthma,NS,86,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,243,Quincy,15,Total,Asthma,804,7112,11.3,10.5,12.1,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,244,Randolph,15,Total,Asthma,430,2826,15.2,13.8,16.7,Statistically significantly higher,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,245,Raynham,15,Total,Asthma,103,1589,6.5,5.2,7.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,246,Reading,15,Total,Asthma,229,3092,7.4,6.4,8.4,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,247,Rehoboth,15,Total,Asthma,90,1226,7.3,5.8,8.9,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,248,Revere,15,Total,Asthma,597,5379,11.1,10.2,12,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,249,Richmond,15,Total,Asthma,NS,70,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,250,Rochester,15,Total,Asthma,76,645,11.8,9.1,14.4,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,251,Rockland,15,Total,Asthma,173,1849,9.4,8,10.8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,252,Rockport,15,Total,Asthma,60,525,11.4,8.5,14.3,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,253,Rowe,15,Total,Asthma,6,45,13.3,2.7,24,Not statistically significantly different,Unstable,83854,685649,12.2,12.1,12.3
2014-2015,Total,254,Rowley,15,Total,Asthma,64,630,10.2,7.7,12.6,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,255,Royalston,15,Total,Asthma,12,77,15.6,6.8,24.4,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,256,Russell,15,Total,Asthma,13,188,6.9,3.2,10.7,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,257,Rutland,15,Total,Asthma,117,1132,10.3,8.5,12.2,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,258,Salem,15,Total,Asthma,411,3568,11.5,10.4,12.6,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,259,Salisbury,15,Total,Asthma,28,654,4.3,2.7,5.9,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,260,Sandisfield,15,Total,Asthma,NS,49,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
2014-2015,Total,261,Sandwich,15,Total,Asthma,164,2160,7.6,6.4,8.8,Statistically significantly lower,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,262,Saugus,15,Total,Asthma,279,2273,12.3,10.8,13.7,Not statistically significantly different,Stable  ,83854,685649,12.2,12.1,12.3
2014-2015,Total,263,Savoy,15,Total,Asthma,NS,52,NS,NS,NS,NS,        ,83854,685649,12.2,12.1,12.3
